time,level,person_id,user_id,x,y,z,x_world,y_world,z_world,looking_at_robot,engaged,age
1623836203.710884,INFO,262,0,1.7885451316833496,-0.8494218587875366,1.4564526081085205,1.8647680282592773,-0.8783814311027527,1.450890064239502,0.9111111164093018,engaging,adult
1623836205.578194,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836206.071993,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836206.672517,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836207.330291,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836208.116529,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836209.094826,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836210.094333,INFO,262,0,1.8613040447235107,-0.7454127073287964,1.4340693950653076,1.8613086938858032,-0.7454012632369995,1.4340693950653076,0.0,seen,adult
1623836211.094809,INFO,262,0,1.2448064088821411,-1.1485726833343506,1.4804713726043701,1.2448118925094604,-1.148566722869873,1.4804713726043701,0.7333333492279053,engaging,adult
1623836212.421996,INFO,262,0,0.7846705913543701,-0.7546578645706177,1.4220367670059204,0.7846742868423462,-0.7546542882919312,1.4220367670059204,0.0,engaging,child
1623836212.757249,INFO,446,-1,0.5014610886573792,0.015837714076042175,1.3965487480163574,0.45716071128845215,-0.02438383921980858,1.377076268196106,0.0,seen,child
1623836213.747156,INFO,262,0,0.6214666366577148,-0.5944029688835144,1.6458392143249512,0.5837981104850769,-0.5220918655395508,1.6000491380691528,0.0,engaging,child
1623836213.888027,INFO,446,-1,0.6773746013641357,0.04448654502630234,1.2816963195800781,0.6773743629455566,0.044489696621894836,1.2816963195800781,0.0,seen,child
1623836214.405639,INFO,262,0,0.6214666366577148,-0.5944029688835144,1.6458392143249512,0.5837981104850769,-0.5220918655395508,1.6000491380691528,0.0,engaged,child
1623836214.907272,INFO,446,-1,0.47527676820755005,0.14736932516098022,1.465895175933838,0.5689873695373535,0.1422942578792572,1.3923094272613525,0.0,seen,child
1623836215.418084,INFO,262,0,0.6214666366577148,-0.5944029688835144,1.6458392143249512,0.5837981104850769,-0.5220918655395508,1.6000491380691528,0.0,engaged,child
1623836216.094386,INFO,446,-1,0.47527676820755005,0.14736932516098022,1.465895175933838,0.48459187150001526,0.14152009785175323,1.5404553413391113,0.4222222566604614,engaging,child
1623836216.595945,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836217.251598,INFO,446,-1,0.47527676820755005,0.14736932516098022,1.465895175933838,0.5352970361709595,0.16820049285888672,0.9022336006164551,0.0,engaging,adult
1623836217.739049,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836217.92682,INFO,446,-1,0.47527676820755005,0.14736932516098022,1.465895175933838,0.5299967527389526,0.17462243139743805,1.060697317123413,0.0,engaging,adult
1623836218.140394,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836218.897619,INFO,446,-1,0.40670886635780334,0.24983802437782288,1.2973382472991943,0.397988885641098,0.17732159793376923,1.4832674264907837,0.0,engaged,adult
1623836219.746032,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836219.929485,INFO,446,2714,0.4553045332431793,0.14679569005966187,1.4965705871582031,0.4561312794685364,0.17892010509967804,1.4219149351119995,0.4888889193534851,engaged,adult
1623836220.234701,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836221.737792,INFO,446,2714,0.869710385799408,0.062342479825019836,1.5058302879333496,0.8697099089622498,0.06234816461801529,1.5058302879333496,0.5111111402511597,engaged,adult
1623836221.738913,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836222.407249,INFO,446,2714,0.869710385799408,0.062342479825019836,1.5058302879333496,0.8582079410552979,0.04841597378253937,1.532774806022644,0.0,engaged,adult
1623836226.31936,INFO,262,0,0.5952078700065613,-0.1621466875076294,1.4362843036651611,0.5952088236808777,-0.16214311122894287,1.4362843036651611,0.0,engaged,child
1623836226.321052,INFO,446,2714,0.869710385799408,0.062342479825019836,1.5058302879333496,0.7920351624488831,0.05556035041809082,1.4840641021728516,0.40000003576278687,engaged,adult
1623836226.903333,INFO,262,0,0.47320032119750977,0.3785541355609894,1.482071876525879,0.47319796681404114,0.378557026386261,1.482071876525879,0.0,engaged,child
1623836227.865537,INFO,446,2714,0.8831184506416321,-0.07632341980934143,1.5218286514282227,0.8831189274787903,-0.07631799578666687,1.521828532218933,0.7111111283302307,engaged,adult
1623836227.866071,INFO,262,0,0.6829087138175964,0.40035659074783325,1.4705755710601807,0.6829056143760681,0.4003617763519287,1.4705755710601807,0.0,engaged,child
1623836229.031194,INFO,446,2714,0.8831184506416321,-0.07632341980934143,1.5218286514282227,0.814286470413208,-0.07742283493280411,1.4635587930679321,0.0,engaged,adult
1623836229.031582,INFO,262,0,0.6829087138175964,0.40035659074783325,1.4705755710601807,0.6762423515319824,0.3754001259803772,1.4278584718704224,0.06666666269302368,engaged,child
1623836229.547878,INFO,446,2714,0.5966442823410034,-0.23802250623703003,1.4616098403930664,0.5966461300849915,-0.2380179911851883,1.4616098403930664,0.0,engaged,adult
1623836229.548278,INFO,262,0,0.6829087138175964,0.40035659074783325,1.4705755710601807,0.6699942350387573,0.3962140679359436,1.4561729431152344,0.8666666746139526,engaged,child
1623836234.051284,INFO,446,2714,0.5703142881393433,-0.13470999896526337,1.450614333152771,0.6246760487556458,-0.16530171036720276,1.4028213024139404,0.6666666269302368,engaged,adult
1623836234.051595,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,disengaging,adult
1623836234.57611,INFO,446,0,0.7150851488113403,-0.3832017183303833,1.3339427709579468,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,engaged,adult
1623836234.576469,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,disengaging,adult
1623836237.902303,INFO,446,-1,0.7150851488113403,-0.3832017183303833,1.3339427709579468,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,engaged,adult
1623836237.902587,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,disappearing,adult
1623836238.689823,INFO,794,0,0.6014511585235596,0.43425729870796204,1.4690024852752686,0.61271071434021,0.45498716831207275,1.4724913835525513,0.35555559396743774,seen,adult
1623836238.749813,INFO,446,-1,0.7150851488113403,-0.3832017183303833,1.3339427709579468,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,engaged,adult
1623836238.750207,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,disappearing,adult
1623836239.801324,INFO,794,0,0.6014511585235596,0.43425729870796204,1.4690024852752686,0.6163364052772522,0.41398265957832336,1.4757665395736694,0.40000003576278687,seen,adult
1623836239.801721,INFO,446,-1,0.7150851488113403,-0.3832017183303833,1.3339427709579468,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,engaged,adult
1623836239.801936,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,disappearing,adult
1623836243.546459,INFO,262,-1,0,0,0,0.684345543384552,0.3877083361148834,1.4483076333999634,0,lost,adult
1623836251.285504,INFO,794,2715,0,0,0,0.467401921749115,0.6248871088027954,1.44209885597229,0,disappearing,adult
1623836251.285885,INFO,446,-1,0,0,0,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,disengaging,adult
1623836259.002041,INFO,794,-1,0,0,0,0.467401921749115,0.6248871088027954,1.44209885597229,0,lost,adult
1623836262.404529,INFO,446,-1,0,0,0,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,seen,adult
1623836262.579719,INFO,908,2715,0.7318868041038513,-0.04007476940751076,1.4353437423706055,0.7318877577781677,-0.04005901888012886,1.4353437423706055,0.5777778029441833,seen,adult
1623836262.580193,INFO,446,-1,0,0,0,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,disappearing,adult
1623836263.484284,INFO,908,2715,0.7800034284591675,0.15312577784061432,1.3763301372528076,0.7800001502037048,0.15314263105392456,1.376330018043518,0.644444465637207,engaging,adult
1623836263.484676,INFO,446,-1,0,0,0,0.715088427066803,-0.3831954002380371,1.3339427709579468,0.0,disappearing,adult
